id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario,año,mes,nombre_mes,año_mes
453,2024-02-10,Azúcar,abarrotes,2.0,34.69,3.7,plin,no,4.0,66.81,mala atención del personal,2024,2,February,2024-02
454,2024-02-12,Arroz,abarrotes,7.0,43.7,22.83,plin,no,5.0,236.06,buenos precios y productos frescos,2024,2,February,2024-02
455,2024-02-13,Fideos,abarrotes,12.0,40.91,12.95,yape,no,2.0,427.35,muy buena variedad de productos,2024,2,February,2024-02
456,2024-02-15,Fideos,abarrotes,7.0,43.73,0.0,efectivo,si,2.0,280.37,muy buena variedad de productos,2024,2,February,2024-02
457,2024-02-17,Leche,lácteos,12.0,25.44,3.93,yape,no,1.0,293.28,muy buena variedad de productos,2024,2,February,2024-02
458,2024-02-19,Atún,abarrotes,14.0,4.9,0.0,yape,no,4.0,68.39,excelente atención y encontré todo lo que necesitaba,2024,2,February,2024-02
459,2024-02-20,Gaseosa,bebidas,7.0,38.47,6.2,efectivo,si,4.0,252.59,muy buena variedad de productos,2024,2,February,2024-02
460,2024-02-22,Leche,lácteos,1.0,28.2,0.0,plin,si,3.0,21.76,ofertas interesantes y personal amable,2024,2,February,2024-02
461,2024-02-24,Pan,panadería,5.0,28.24,19.93,yape,desconocido,1.0,113.06,desconocido,2024,2,February,2024-02
462,2024-02-25,Leche,lácteos,7.0,19.65,24.24,plin,no,2.0,59.55,faltaban varios productos básicos,2024,2,February,2024-02
463,2024-02-27,Desconocido,desconocido,7.0,23.01,2.52,efectivo,no,3.0,180.01,mucha cola para pagar,2024,2,February,2024-02
464,2024-02-29,Azúcar,abarrotes,9.0,8.18,14.8,plin,si,5.0,62.72424,mala atención del personal,2024,2,February,2024-02
466,2024-03-03,Desconocido,desconocido,3.0,4.76,13.57,yape,no,2.0,12.342204,mala atención del personal,2024,3,March,2024-03
467,2024-03-05,Leche,lácteos,5.0,33.25,8.01,yape,si,4.0,152.93,ofertas interesantes y personal amable,2024,3,March,2024-03
468,2024-03-07,Fideos,abarrotes,10.0,38.43,7.09,yape,no,2.0,357.05313,muy buena variedad de productos,2024,3,March,2024-03
469,2024-03-08,Leche,lácteos,1.0,22.05,14.35,plin,no,5.0,18.89,muy buena variedad de productos,2024,3,March,2024-03
470,2024-03-10,Detergente,limpieza,3.0,23.68,4.58,efectivo,si,5.0,67.79,muy buena variedad de productos,2024,3,March,2024-03
471,2024-03-12,Pan,panadería,13.0,15.08,11.73,yape,no,2.0,173.04,mala atención del personal,2024,3,March,2024-03
472,2024-03-13,Gaseosa,bebidas,2.0,43.67,16.27,plin,si,3.0,73.13,mucha cola para pagar,2024,3,March,2024-03
473,2024-03-15,Azúcar,abarrotes,7.0,33.39,0.0,efectivo,desconocido,4.0,193.93,muy buena variedad de productos,2024,3,March,2024-03
474,2024-03-17,Azúcar,abarrotes,3.0,17.55,23.26,desconocido,si,3.0,40.4,faltaban varios productos básicos,2024,3,March,2024-03
475,2024-03-19,Atún,abarrotes,2.0,9.1,0.0,tarjeta,no,1.0,15.9,faltaban varios productos básicos,2024,3,March,2024-03
477,2024-03-22,Gaseosa,bebidas,8.0,21.68,16.35,plin,si,2.0,145.08,los precios no coincidían con la etiqueta,2024,3,March,2024-03
478,2024-03-24,Arroz,abarrotes,3.0,42.5,17.75,plin,no,1.0,104.87,mucha cola para pagar,2024,3,March,2024-03
479,2024-03-25,Atún,abarrotes,2.0,33.44,17.9,plin,no,3.0,54.91,la compra fue rápida y ordenada,2024,3,March,2024-03
480,2024-03-27,Leche,lácteos,2.0,10.86,21.88,tarjeta,no,4.0,16.97,ofertas interesantes y personal amable,2024,3,March,2024-03
483,2024-04-01,Huevos,abarrotes,3.0,38.55,2.49,tarjeta,no,1.0,112.77,desconocido,2024,4,April,2024-04
484,2024-04-03,Pan,panadería,5.0,12.01,15.16,efectivo,no,2.0,50.95,desconocido,2024,4,April,2024-04
485,2024-04-05,Azúcar,abarrotes,5.0,28.41,1.66,efectivo,si,3.0,139.69,la compra fue rápida y ordenada,2024,4,April,2024-04
486,2024-04-06,Huevos,abarrotes,6.0,41.81,6.03,plin,si,4.0,235.73,buenos precios y productos frescos,2024,4,April,2024-04
487,2024-04-08,Aceite,abarrotes,4.0,12.72,1.52,plin,si,2.0,50.11,desconocido,2024,4,April,2024-04
488,2024-04-10,Desconocido,desconocido,1.0,31.64,13.72,yape,no,2.0,27.3,muy buena variedad de productos,2024,4,April,2024-04
490,2024-04-13,Desconocido,desconocido,6.0,8.05,15.26,efectivo,no,1.0,40.93,ofertas interesantes y personal amable,2024,4,April,2024-04
491,2024-04-15,Detergente,limpieza,5.0,5.35,19.77,desconocido,si,2.0,21.46,excelente atención y encontré todo lo que necesitaba,2024,4,April,2024-04
492,2024-04-17,Gaseosa,bebidas,4.0,30.83,0.0,yape,si,1.0,123.32,excelente atención y encontré todo lo que necesitaba,2024,4,April,2024-04
493,2024-04-18,Pan,panadería,14.0,16.28,0.0,efectivo,si,3.0,210.28,muy buena variedad de productos,2024,4,April,2024-04
494,2024-04-20,Atún,abarrotes,9.0,4.6,13.72,tarjeta,no,3.0,35.72,mala atención del personal,2024,4,April,2024-04
495,2024-04-22,Huevos,abarrotes,6.0,22.18,14.08,plin,si,3.0,114.34,excelente atención y encontré todo lo que necesitaba,2024,4,April,2024-04
497,2024-04-25,Leche,lácteos,12.0,13.9,0.0,plin,no,2.0,139.48,buenos precios y productos frescos,2024,4,April,2024-04
498,2024-04-27,Aceite,abarrotes,13.0,16.07,5.25,tarjeta,si,5.0,197.94,ofertas interesantes y personal amable,2024,4,April,2024-04
500,2024-04-30,Desconocido,desconocido,14.0,24.12,2.45,efectivo,no,1.0,329.41,excelente atención y encontré todo lo que necesitaba,2024,4,April,2024-04
501,2024-05-02,Leche,lácteos,10.0,38.16,20.73,plin,si,5.0,302.49,la compra fue rápida y ordenada,2024,5,May,2024-05
502,2024-05-04,Atún,abarrotes,2.0,23.01,14.85,efectivo,si,1.0,35.63,los precios no coincidían con la etiqueta,2024,5,May,2024-05
503,2024-05-05,Detergente,limpieza,11.0,42.95,6.12,yape,si,2.0,443.54,ofertas interesantes y personal amable,2024,5,May,2024-05
504,2024-05-07,Gaseosa,bebidas,2.0,29.81,18.64,yape,si,3.0,48.51,desconocido,2024,5,May,2024-05
505,2024-05-09,Huevos,abarrotes,1.0,6.54,2.11,plin,si,1.0,6.4,mucha cola para pagar,2024,5,May,2024-05
507,2024-05-12,Fideos,abarrotes,7.0,22.78,14.75,efectivo,si,1.0,135.94,excelente atención y encontré todo lo que necesitaba,2024,5,May,2024-05
509,2024-05-15,Huevos,abarrotes,6.0,23.01,1.99,yape,si,5.0,47.87,los precios no coincidían con la etiqueta,2024,5,May,2024-05
510,2024-05-17,Huevos,abarrotes,2.0,31.41,18.77,tarjeta,no,5.0,51.03,buenos precios y productos frescos,2024,5,May,2024-05
511,2024-05-19,Detergente,limpieza,3.0,3.56,7.32,desconocido,no,2.0,9.9,ofertas interesantes y personal amable,2024,5,May,2024-05
512,2024-05-21,Pan,panadería,12.0,13.97,22.23,tarjeta,si,3.0,130.37362800000002,muy buena variedad de productos,2024,5,May,2024-05
513,2024-05-22,Desconocido,desconocido,14.0,7.58,19.05,tarjeta,no,3.0,85.9,excelente atención y encontré todo lo que necesitaba,2024,5,May,2024-05
514,2024-05-24,Gaseosa,bebidas,11.0,20.69,17.45,tarjeta,si,3.0,187.88,ofertas interesantes y personal amable,2024,5,May,2024-05
515,2024-05-26,Detergente,limpieza,2.0,19.52,6.97,tarjeta,no,4.0,36.32,buenos precios y productos frescos,2024,5,May,2024-05
516,2024-05-27,Leche,lácteos,12.0,24.2,17.72,tarjeta,si,5.0,238.94,mucha cola para pagar,2024,5,May,2024-05
517,2024-05-29,Gaseosa,bebidas,10.0,13.66,23.7,efectivo,no,3.0,104.23,excelente atención y encontré todo lo que necesitaba,2024,5,May,2024-05
518,2024-05-31,Arroz,abarrotes,8.0,23.01,2.29,plin,no,3.0,22.59,buenos precios y productos frescos,2024,5,May,2024-05
519,2024-06-02,Azúcar,abarrotes,3.0,28.23,8.15,efectivo,no,5.0,77.79,buenos precios y productos frescos,2024,6,June,2024-06
520,2024-06-03,Desconocido,desconocido,14.0,17.76,5.87,efectivo,si,5.0,234.04,la compra fue rápida y ordenada,2024,6,June,2024-06
521,2024-06-05,Desconocido,desconocido,7.0,29.83,9.83,efectivo,no,2.0,188.28,excelente atención y encontré todo lo que necesitaba,2024,6,June,2024-06
522,2024-06-07,Leche,lácteos,1.0,6.23,0.0,plin,no,3.0,5.07,muy buena variedad de productos,2024,6,June,2024-06
524,2024-06-10,Gaseosa,bebidas,6.0,12.3,0.0,tarjeta,no,3.0,63.27,desconocido,2024,6,June,2024-06
525,2024-06-12,Aceite,abarrotes,1.0,21.36,7.85,tarjeta,si,3.0,19.68,la compra fue rápida y ordenada,2024,6,June,2024-06
526,2024-06-13,Aceite,abarrotes,5.0,18.64,3.53,efectivo,si,5.0,89.91,muy buena variedad de productos,2024,6,June,2024-06
527,2024-06-15,Detergente,limpieza,7.0,36.75,6.67,tarjeta,no,5.0,240.09,muy buena variedad de productos,2024,6,June,2024-06
529,2024-06-19,Detergente,limpieza,2.0,24.57,15.06,plin,no,1.0,41.74,muy buena variedad de productos,2024,6,June,2024-06
530,2024-06-20,Detergente,limpieza,9.0,27.32,9.45,efectivo,no,3.0,222.64,ofertas interesantes y personal amable,2024,6,June,2024-06
531,2024-06-22,Fideos,abarrotes,13.0,2.45,19.75,tarjeta,no,4.0,25.56,desconocido,2024,6,June,2024-06
532,2024-06-24,Leche,lácteos,12.0,23.91,0.0,plin,no,2.0,282.3,la compra fue rápida y ordenada,2024,6,June,2024-06
533,2024-06-25,Leche,lácteos,13.0,16.5,0.0,plin,si,3.0,200.88,excelente atención y encontré todo lo que necesitaba,2024,6,June,2024-06
535,2024-06-29,Fideos,abarrotes,12.0,5.86,24.63,efectivo,si,1.0,53.0,excelente atención y encontré todo lo que necesitaba,2024,6,June,2024-06
536,2024-07-01,Leche,lácteos,14.0,35.55,17.65,tarjeta,no,3.0,409.86,la compra fue rápida y ordenada,2024,7,July,2024-07
537,2024-07-02,Azúcar,abarrotes,5.0,42.49,15.44,efectivo,no,4.0,179.65,mucha cola para pagar,2024,7,July,2024-07
538,2024-07-04,Leche,lácteos,7.0,2.47,0.12,yape,no,2.0,17.269252,los precios no coincidían con la etiqueta,2024,7,July,2024-07
539,2024-07-06,Fideos,abarrotes,8.0,27.66,4.61,tarjeta,si,3.0,211.08,muy buena variedad de productos,2024,7,July,2024-07
541,2024-07-09,Pan,panadería,5.0,13.89,9.49,yape,no,1.0,62.86,excelente atención y encontré todo lo que necesitaba,2024,7,July,2024-07
542,2024-07-11,Arroz,abarrotes,14.0,35.76,0.0,plin,no,4.0,384.94,mala atención del personal,2024,7,July,2024-07
543,2024-07-12,Leche,lácteos,14.0,29.01,19.12,tarjeta,si,2.0,328.49,la compra fue rápida y ordenada,2024,7,July,2024-07
544,2024-07-14,Leche,lácteos,6.0,41.92,11.18,plin,si,2.0,223.4,excelente atención y encontré todo lo que necesitaba,2024,7,July,2024-07
545,2024-07-16,Gaseosa,bebidas,12.0,44.17,18.74,tarjeta,si,4.0,430.71,ofertas interesantes y personal amable,2024,7,July,2024-07
546,2024-07-18,Arroz,abarrotes,6.0,3.34,24.39,yape,no,1.0,15.15,excelente atención y encontré todo lo que necesitaba,2024,7,July,2024-07
548,2024-07-21,Desconocido,desconocido,9.0,25.29,16.06,plin,no,3.0,191.06,la compra fue rápida y ordenada,2024,7,July,2024-07
549,2024-07-23,Fideos,abarrotes,7.0,7.88,22.97,tarjeta,si,5.0,42.49,buenos precios y productos frescos,2024,7,July,2024-07
550,2024-07-24,Desconocido,desconocido,2.0,16.13,6.22,plin,si,3.0,30.25,desconocido,2024,7,July,2024-07
551,2024-07-26,Gaseosa,bebidas,10.0,44.46,22.16,tarjeta,no,4.0,346.08,faltaban varios productos básicos,2024,7,July,2024-07
552,2024-07-28,Aceite,abarrotes,5.0,2.21,2.44,tarjeta,si,3.0,10.78,había productos vencidos en el estante,2024,7,July,2024-07
553,2024-07-29,Gaseosa,bebidas,4.0,21.18,16.21,tarjeta,no,3.0,70.99,muy buena variedad de productos,2024,7,July,2024-07
554,2024-07-31,Aceite,abarrotes,3.0,23.01,19.57,yape,si,3.0,92.08,ofertas interesantes y personal amable,2024,7,July,2024-07
555,2024-08-02,Detergente,limpieza,14.0,15.59,15.37,yape,no,3.0,184.71,buenos precios y productos frescos,2024,8,August,2024-08
556,2024-08-04,Fideos,abarrotes,7.0,22.37,12.39,efectivo,no,1.0,39.2,desconocido,2024,8,August,2024-08
557,2024-08-05,Pan,panadería,12.0,44.04,15.43,plin,no,3.0,446.94,la compra fue rápida y ordenada,2024,8,August,2024-08
558,2024-08-07,Gaseosa,bebidas,13.0,22.16,3.79,plin,si,2.0,277.16,faltaban varios productos básicos,2024,8,August,2024-08
559,2024-08-09,Pan,panadería,1.0,23.01,5.39,efectivo,no,4.0,21.769761,ofertas interesantes y personal amable,2024,8,August,2024-08
560,2024-08-10,Gaseosa,bebidas,7.0,3.75,6.75,plin,no,4.0,31.47,mala atención del personal,2024,8,August,2024-08
561,2024-08-12,Fideos,abarrotes,9.0,42.63,14.94,yape,desconocido,3.0,326.35,mala atención del personal,2024,8,August,2024-08
562,2024-08-14,Arroz,abarrotes,6.0,13.06,11.05,efectivo,si,2.0,69.7,muy buena variedad de productos,2024,8,August,2024-08
563,2024-08-16,Azúcar,abarrotes,7.0,23.43,6.11,tarjeta,no,3.0,219.98,muy buena variedad de productos,2024,8,August,2024-08
564,2024-08-17,Leche,lácteos,6.0,5.45,0.0,plin,si,5.0,25.48,buenos precios y productos frescos,2024,8,August,2024-08
565,2024-08-19,Gaseosa,bebidas,7.0,19.93,9.35,tarjeta,si,5.0,126.47,los precios no coincidían con la etiqueta,2024,8,August,2024-08
566,2024-08-21,Huevos,abarrotes,7.0,41.96,11.15,plin,no,5.0,260.97,buenos precios y productos frescos,2024,8,August,2024-08
567,2024-08-22,Desconocido,desconocido,12.0,23.35,10.24,tarjeta,no,2.0,251.51,muy buena variedad de productos,2024,8,August,2024-08
568,2024-08-24,Huevos,abarrotes,9.0,43.74,4.55,efectivo,si,3.0,375.75,excelente atención y encontré todo lo que necesitaba,2024,8,August,2024-08
569,2024-08-26,Atún,abarrotes,6.0,12.76,18.29,tarjeta,si,2.0,62.56,mala atención del personal,2024,8,August,2024-08
570,2024-08-27,Fideos,abarrotes,13.0,23.45,11.21,yape,no,5.0,270.676315,muy buena variedad de productos,2024,8,August,2024-08
571,2024-08-29,Detergente,limpieza,12.0,38.89,0.41,yape,no,5.0,464.77,muy buena variedad de productos,2024,8,August,2024-08
573,2024-09-02,Huevos,abarrotes,11.0,13.66,20.39,efectivo,no,1.0,119.62,buenos precios y productos frescos,2024,9,September,2024-09
574,2024-09-03,Arroz,abarrotes,6.0,38.71,18.09,plin,no,2.0,190.24,los precios no coincidían con la etiqueta,2024,9,September,2024-09
575,2024-09-05,Desconocido,desconocido,7.0,18.46,21.73,yape,no,4.0,158.94,los precios no coincidían con la etiqueta,2024,9,September,2024-09
576,2024-09-07,Aceite,abarrotes,5.0,24.59,22.67,efectivo,si,4.0,95.08,los precios no coincidían con la etiqueta,2024,9,September,2024-09
577,2024-09-08,Detergente,limpieza,4.0,43.98,8.44,plin,no,2.0,161.07,excelente atención y encontré todo lo que necesitaba,2024,9,September,2024-09
578,2024-09-10,Desconocido,desconocido,7.0,23.01,15.27,tarjeta,no,1.0,136.47461099999998,excelente atención y encontré todo lo que necesitaba,2024,9,September,2024-09
579,2024-09-12,Desconocido,desconocido,14.0,14.61,15.22,yape,no,1.0,173.41,excelente atención y encontré todo lo que necesitaba,2024,9,September,2024-09
580,2024-09-14,Leche,lácteos,8.0,2.85,6.68,yape,no,4.0,21.28,excelente atención y encontré todo lo que necesitaba,2024,9,September,2024-09
581,2024-09-15,Arroz,abarrotes,6.0,18.54,5.55,efectivo,si,3.0,105.07,excelente atención y encontré todo lo que necesitaba,2024,9,September,2024-09
582,2024-09-17,Gaseosa,bebidas,7.0,10.21,2.85,efectivo,si,3.0,69.43,había productos vencidos en el estante,2024,9,September,2024-09
583,2024-09-19,Leche,lácteos,7.0,31.08,16.48,yape,si,5.0,129.79,había productos vencidos en el estante,2024,9,September,2024-09
584,2024-09-20,Arroz,abarrotes,10.0,9.39,19.52,tarjeta,si,1.0,75.57,desconocido,2024,9,September,2024-09
585,2024-09-22,Azúcar,abarrotes,5.0,30.85,19.02,efectivo,si,4.0,124.91,ofertas interesantes y personal amable,2024,9,September,2024-09
586,2024-09-24,Detergente,limpieza,8.0,12.96,7.91,efectivo,si,2.0,95.48,muy buena variedad de productos,2024,9,September,2024-09
588,2024-09-27,Arroz,abarrotes,5.0,16.68,11.34,efectivo,no,5.0,73.94,muy buena variedad de productos,2024,9,September,2024-09
589,2024-09-29,Gaseosa,bebidas,14.0,32.68,13.67,efectivo,no,3.0,394.98,ofertas interesantes y personal amable,2024,9,September,2024-09
590,2024-10-01,Gaseosa,bebidas,5.0,21.79,0.0,yape,no,2.0,83.91,ofertas interesantes y personal amable,2024,10,October,2024-10
591,2024-10-02,Gaseosa,bebidas,1.0,17.22,21.87,efectivo,desconocido,2.0,13.45,desconocido,2024,10,October,2024-10
592,2024-10-04,Detergente,limpieza,6.0,38.59,22.9,yape,si,1.0,178.51734000000002,la compra fue rápida y ordenada,2024,10,October,2024-10
593,2024-10-06,Huevos,abarrotes,8.0,26.38,21.26,yape,si,5.0,166.17,excelente atención y encontré todo lo que necesitaba,2024,10,October,2024-10
595,2024-10-09,Aceite,abarrotes,5.0,40.65,11.64,tarjeta,si,3.0,179.59,muy buena variedad de productos,2024,10,October,2024-10
596,2024-10-11,Gaseosa,bebidas,3.0,16.41,1.19,plin,no,3.0,48.644163000000006,muy buena variedad de productos,2024,10,October,2024-10
597,2024-10-13,Fideos,abarrotes,8.0,3.2,2.09,yape,no,4.0,25.06496,la compra fue rápida y ordenada,2024,10,October,2024-10
598,2024-10-14,Pan,panadería,11.0,23.02,9.76,tarjeta,no,5.0,228.51,excelente atención y encontré todo lo que necesitaba,2024,10,October,2024-10
599,2024-10-16,Atún,abarrotes,14.0,6.89,6.44,efectivo,si,3.0,90.25,mala atención del personal,2024,10,October,2024-10
600,2024-10-18,Atún,abarrotes,6.0,11.87,4.25,tarjeta,no,4.0,68.19,excelente atención y encontré todo lo que necesitaba,2024,10,October,2024-10
602,2024-10-21,Pan,panadería,4.0,7.19,4.89,efectivo,desconocido,3.0,27.35,muy buena variedad de productos,2024,10,October,2024-10
603,2024-10-23,Pan,panadería,11.0,36.6,23.98,tarjeta,si,1.0,306.05652000000003,desconocido,2024,10,October,2024-10
604,2024-10-24,Leche,lácteos,8.0,42.26,19.02,efectivo,no,2.0,273.777184,mala atención del personal,2024,10,October,2024-10
605,2024-10-26,Gaseosa,bebidas,11.0,27.88,16.02,efectivo,si,3.0,257.55,los precios no coincidían con la etiqueta,2024,10,October,2024-10
606,2024-10-28,Fideos,abarrotes,11.0,32.4,16.9,tarjeta,no,1.0,296.17,la compra fue rápida y ordenada,2024,10,October,2024-10
608,2024-10-31,Fideos,abarrotes,4.0,44.69,16.16,efectivo,si,3.0,149.87,la compra fue rápida y ordenada,2024,10,October,2024-10
609,2024-11-02,Detergente,limpieza,8.0,16.36,4.67,tarjeta,no,3.0,124.77,faltaban varios productos básicos,2024,11,November,2024-11
612,2024-11-07,Azúcar,abarrotes,13.0,24.7,6.38,efectivo,si,4.0,300.61,muy buena variedad de productos,2024,11,November,2024-11
613,2024-11-09,Pan,panadería,3.0,9.24,17.78,tarjeta,si,1.0,22.79,excelente atención y encontré todo lo que necesitaba,2024,11,November,2024-11
614,2024-11-10,Aceite,abarrotes,9.0,28.17,16.41,yape,no,3.0,211.925727,la compra fue rápida y ordenada,2024,11,November,2024-11
615,2024-11-12,Atún,abarrotes,7.0,2.11,11.28,plin,si,4.0,3.74,desconocido,2024,11,November,2024-11
616,2024-11-14,Atún,abarrotes,10.0,41.85,15.81,yape,si,3.0,352.34,ofertas interesantes y personal amable,2024,11,November,2024-11
617,2024-11-16,Huevos,abarrotes,7.0,13.01,0.0,yape,no,3.0,174.87,había productos vencidos en el estante,2024,11,November,2024-11
618,2024-11-17,Huevos,abarrotes,1.0,3.22,16.83,plin,no,3.0,2.68,desconocido,2024,11,November,2024-11
619,2024-11-19,Arroz,abarrotes,10.0,6.21,6.77,tarjeta,desconocido,3.0,57.9,excelente atención y encontré todo lo que necesitaba,2024,11,November,2024-11
620,2024-11-21,Leche,lácteos,14.0,11.95,6.82,plin,no,3.0,155.89,mala atención del personal,2024,11,November,2024-11
621,2024-11-22,Azúcar,abarrotes,12.0,13.41,4.05,plin,si,1.0,154.4,0,2024,11,November,2024-11
622,2024-11-24,Azúcar,abarrotes,6.0,2.93,8.31,yape,no,3.0,16.12,buenos precios y productos frescos,2024,11,November,2024-11
624,2024-11-28,Azúcar,abarrotes,13.0,9.89,11.35,efectivo,no,4.0,113.98,muy buena variedad de productos,2024,11,November,2024-11
626,2024-12-01,Desconocido,desconocido,9.0,18.25,4.83,yape,si,3.0,156.32,ofertas interesantes y personal amable,2024,12,December,2024-12
627,2024-12-03,Aceite,abarrotes,14.0,16.25,13.54,efectivo,no,2.0,196.7,muy buena variedad de productos,2024,12,December,2024-12
628,2024-12-04,Aceite,abarrotes,1.0,15.76,3.22,efectivo,no,5.0,15.25,buenos precios y productos frescos,2024,12,December,2024-12
630,2024-12-08,Aceite,abarrotes,7.0,2.6,23.6,tarjeta,si,3.0,1.99,mala atención del personal,2024,12,December,2024-12
631,2024-12-09,Pan,panadería,7.0,10.29,10.67,tarjeta,si,1.0,128.69,buenos precios y productos frescos,2024,12,December,2024-12
632,2024-12-11,Aceite,abarrotes,10.0,34.41,22.53,tarjeta,no,3.0,266.57,faltaban varios productos básicos,2024,12,December,2024-12
633,2024-12-13,Azúcar,abarrotes,7.0,44.6,2.46,plin,si,2.0,565.54,muy buena variedad de productos,2024,12,December,2024-12
634,2024-12-15,Aceite,abarrotes,8.0,41.89,1.07,tarjeta,no,2.0,331.53,faltaban varios productos básicos,2024,12,December,2024-12
635,2024-12-16,Leche,lácteos,2.0,23.43,18.03,efectivo,no,4.0,38.41,mala atención del personal,2024,12,December,2024-12
636,2024-12-18,Desconocido,desconocido,7.0,24.63,19.03,tarjeta,no,3.0,19.94,buenos precios y productos frescos,2024,12,December,2024-12
637,2024-12-20,Huevos,abarrotes,5.0,15.18,21.08,desconocido,desconocido,5.0,59.9,buenos precios y productos frescos,2024,12,December,2024-12
638,2024-12-21,Huevos,abarrotes,11.0,35.17,1.42,yape,no,3.0,381.38,buenos precios y productos frescos,2024,12,December,2024-12
640,2024-12-25,Detergente,limpieza,12.0,38.23,9.41,plin,si,3.0,415.59,ofertas interesantes y personal amable,2024,12,December,2024-12
642,2024-12-28,Detergente,limpieza,7.0,20.39,4.33,plin,no,4.0,136.55,mala atención del personal,2024,12,December,2024-12
643,2024-12-30,Gaseosa,bebidas,3.0,34.86,24.9,tarjeta,no,3.0,78.54,muy buena variedad de productos,2024,12,December,2024-12
644,2025-01-01,Azúcar,abarrotes,7.0,36.58,1.59,yape,no,2.0,251.988646,buenos precios y productos frescos,2025,1,January,2025-01
645,2025-01-02,Pan,panadería,7.0,14.92,20.68,efectivo,si,3.0,82.84,todo bien,2025,1,January,2025-01
646,2025-01-04,Aceite,abarrotes,1.0,41.92,15.99,yape,no,4.0,35.22,muy buena variedad de productos,2025,1,January,2025-01
647,2025-01-06,Azúcar,abarrotes,8.0,5.6,18.38,yape,no,2.0,36.57,los precios no coincidían con la etiqueta,2025,1,January,2025-01
649,2025-01-09,Detergente,limpieza,14.0,35.0,21.46,yape,no,5.0,384.85,la compra fue rápida y ordenada,2025,1,January,2025-01
650,2025-01-11,Gaseosa,bebidas,5.0,5.56,4.59,yape,si,3.0,26.523979999999995,mucha cola para pagar,2025,1,January,2025-01
651,2025-01-13,Azúcar,abarrotes,13.0,30.05,0.02,tarjeta,no,2.0,390.57,mala atención del personal,2025,1,January,2025-01
652,2025-01-14,Atún,abarrotes,13.0,2.99,14.96,yape,no,3.0,33.06,muy buena variedad de productos,2025,1,January,2025-01
653,2025-01-16,Huevos,abarrotes,14.0,35.0,8.85,tarjeta,si,5.0,446.64,la compra fue rápida y ordenada,2025,1,January,2025-01
654,2025-01-18,Desconocido,desconocido,6.0,36.27,3.09,tarjeta,si,1.0,210.9,faltaban varios productos básicos,2025,1,January,2025-01
655,2025-01-19,Fideos,abarrotes,12.0,27.7,4.65,efectivo,si,5.0,316.9434,muy buena variedad de productos,2025,1,January,2025-01
656,2025-01-21,Fideos,abarrotes,8.0,38.77,8.29,tarjeta,no,3.0,284.45,muy buena variedad de productos,2025,1,January,2025-01
657,2025-01-23,Pan,panadería,1.0,5.76,1.76,plin,si,5.0,5.66,buenos precios y productos frescos,2025,1,January,2025-01
658,2025-01-24,Atún,abarrotes,7.0,13.5,1.42,plin,no,4.0,53.23,buenos precios y productos frescos,2025,1,January,2025-01
659,2025-01-26,Arroz,abarrotes,10.0,19.52,22.9,yape,si,4.0,150.5,ofertas interesantes y personal amable,2025,1,January,2025-01
660,2025-01-28,Huevos,abarrotes,3.0,3.35,7.8,yape,no,5.0,9.27,mucha cola para pagar,2025,1,January,2025-01
661,2025-01-30,Leche,lácteos,7.0,21.0,24.56,yape,no,1.0,110.9,la compra fue rápida y ordenada,2025,1,January,2025-01
663,2025-02-02,Arroz,abarrotes,3.0,18.58,3.56,tarjeta,no,1.0,53.76,mala atención del personal,2025,2,February,2025-02
664,2025-02-04,Huevos,abarrotes,7.0,19.99,17.87,yape,no,2.0,114.92,???,2025,2,February,2025-02
665,2025-02-05,Fideos,abarrotes,4.0,39.75,15.02,plin,si,3.0,135.12,la compra fue rápida y ordenada,2025,2,February,2025-02
666,2025-02-07,Atún,abarrotes,8.0,13.26,17.27,tarjeta,si,4.0,87.76,desconocido,2025,2,February,2025-02
667,2025-02-09,Fideos,abarrotes,4.0,40.38,2.4,yape,no,3.0,157.64,ofertas interesantes y personal amable,2025,2,February,2025-02
668,2025-02-11,Gaseosa,bebidas,14.0,23.01,4.71,tarjeta,si,4.0,267.21,la compra fue rápida y ordenada,2025,2,February,2025-02
669,2025-02-12,Detergente,limpieza,2.0,15.76,1.92,tarjeta,si,1.0,30.91,buenos precios y productos frescos,2025,2,February,2025-02
670,2025-02-14,Leche,lácteos,14.0,23.36,15.1,tarjeta,no,2.0,277.66,los precios no coincidían con la etiqueta,2025,2,February,2025-02
671,2025-02-16,Detergente,limpieza,12.0,19.67,24.66,efectivo,no,4.0,177.83,desconocido,2025,2,February,2025-02
672,2025-02-17,Atún,abarrotes,12.0,12.7,16.8,tarjeta,si,5.0,126.79679999999998,ofertas interesantes y personal amable,2025,2,February,2025-02
673,2025-02-19,Atún,abarrotes,12.0,23.37,17.77,yape,si,5.0,230.61,buenos precios y productos frescos,2025,2,February,2025-02
674,2025-02-21,Arroz,abarrotes,3.0,8.1,24.61,yape,si,1.0,18.31977,desconocido,2025,2,February,2025-02
675,2025-02-22,Atún,abarrotes,14.0,16.81,0.0,plin,no,3.0,195.45,excelente atención y encontré todo lo que necesitaba,2025,2,February,2025-02
676,2025-02-24,Pan,panadería,9.0,26.11,0.0,efectivo,si,1.0,232.64,ofertas interesantes y personal amable,2025,2,February,2025-02
677,2025-02-26,Fideos,abarrotes,14.0,19.48,21.68,plin,no,5.0,213.59,faltaban varios productos básicos,2025,2,February,2025-02
