id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario
466.0,2024-03-03,,abarrotes,3.0,4.76,13.57,yape, NO ,2.0,,Mala atención del personal
467.0,2024-03-05,Leche,bebidas,5.0,"33,25",8.01,yape,si,4.0,152.93,Ofertas interesantes y personal amable
468.0,2024-03-07,Fideos,lacteos,10.0,38.43,7.09,yape,no,2.0,,Muy buena variedad de productos
469.0,2024-03-08,Leche,bebidas,1.0,22.05,14.35,plin,no,5.0,18.89,Muy buena variedad de productos
470.0,2024-03-10,Detergente, ABARROTES ,3.0,23.68,4.58,efectivo,si,5.0,67.79,muy buena variedad de productos
471.0,2024-03-12,Pan,panaderia,13.0,15.08,11.73,yape,no,2.0,"173,04",Mala atención del personal
472.0,2024-03-13,Gaseosa,bebidas,2.0,43.67,16.27,plin,si,,73.13,Mucha cola para pagar
473.0,2024-03-15, AZÚCAR ,limpieza,,33.39,,efectivo,,4.0,193.93,Muy buena variedad de productos
474.0,2024-03-17,Azúcar,,3.0,17.55,23.26,,si,,40.4,Faltaban varios productos básicos
475.0,2024-03-19,Atún,panaderia,2.0,9.1,,tarjeta,no,1.0,15.9,Faltaban varios productos básicos
476.0,,Pan,lacteos,6.0,11.05,,yape,no,1.0,52.72,Había productos vencidos en el estante
477.0,2024-03-22,Gaseosa,limpieza,8.0,21.68,16.35,plin,si,2.0,145.08, LOS PRECIOS NO COINCIDÍAN CON LA ETIQUETA 
478.0,2024-03-24,Arroz,lacteos,3.0,42.5,17.75,plin,no,"1,00",104.87,Mucha cola para pagar
479.0,2024-03-25,Atún,lacteos,2.0,33.44,17.9,plin,no,,54.91,La compra fue rápida y ordenada
480.0,2024-03-27,Leche,limpieza,2.0,10.86,21.88,tarjeta,no,4.0,16.97,Ofertas interesantes y personal amable
,2024-03-29,Huevos,,"10,00",38.89,15.34,yape,no,3.0,329.24,Los precios no coincidían con la etiqueta
,2024-03-30,Gaseosa,abarrotes,"13,00",,6.96,efectivo,no,2.0,217.11,Buenos precios y productos frescos
483.0,2024-04-01,Huevos,lacteos,3.0,38.55,2.49,tarjeta,no,1.0,112.77,
484.0,2024-04-03,Pan,abarrotes,5.0,12.01,15.16,efectivo,no,2.0,50.95,
485.0,2024-04-05,Azúcar,limpieza,5.0,28.41,1.66,efectivo,si,3.0,139.69,La compra fue rápida y ordenada
486.0,2024-04-06,Huevos,panaderia,6.0,41.81,6.03,plin,si,4.0,235.73,Buenos precios y productos frescos
487.0,2024-04-08,Aceite,abarrotes,4.0,12.72,1.52,plin,si,2.0,50.11,
488.0,2024-04-10,,abarrotes,1.0,31.64,13.72,yape,no,2.0,27.3,Muy buena variedad de productos
489.0,,Pan,abarrotes,8.0,44.45,4.01,efectivo,no,3.0,341.34,Faltaban varios productos básicos
490.0,2024-04-13,,limpieza,6.0,8.05,15.26,efectivo,no,1.0,40.93,Ofertas interesantes y personal amable
491.0,2024-04-15,Detergente, LACTEOS ,5.0,5.35,"19,77",,si,2.0,21.46,Excelente atención y encontré todo lo que necesitaba
492.0,2024-04-17,Gaseosa,limpieza,4.0,30.83,,yape,si,1.0,,Excelente atención y encontré todo lo que necesitaba
493.0,2024-04-18,Pan,abarrotes,14.0,16.28,,efectivo,si,3.0,210.28,muy buena variedad de productos
494.0,2024-04-20,Atún,lacteos,9.0,4.6,13.72,tarjeta,no,3.0,35.72,mala atención del personal
495.0,2024-04-22,Huevos,limpieza,6.0,22.18,14.08,plin,si,3.0,114.34,excelente atención y encontré todo lo que necesitaba
496.0,,Azúcar,limpieza,3.0,34.29,11.82,plin,si,4.0,90.71,Buenos precios y productos frescos
497.0,2024-04-25,Leche,limpieza,12.0,13.9,,plin,no,2.0,139.48,Buenos precios y productos frescos
498.0,2024-04-27,Aceite,bebidas,13.0,16.07,5.25,tarjeta,si,5.0,197.94,Ofertas interesantes y personal amable
,2024-04-28,Detergente,limpieza,1.0,38.29,24.48,yape,no,5.0,28.92,Muy buena variedad de productos
500.0,2024-04-30,,,14.0,24.12,2.45,efectivo,no,1.0,329.41,Excelente atención y encontré todo lo que necesitaba
501.0,2024-05-02,Leche,,10.0,38.16,20.73,plin,si,5.0,302.49,La compra fue rápida y ordenada
502.0,2024-05-04,Atún,lacteos,2.0,,14.85,efectivo,si,1.0,35.63,Los precios no coincidían con la etiqueta
503.0,2024-05-05,Detergente,lacteos,11.0,42.95,6.12,yape,si,2.0,443.54,Ofertas interesantes y personal amable
504.0,2024-05-07,Gaseosa,lacteos,2.0,29.81,18.64,yape,si,3.0,48.51,
505.0,2024-05-09,Huevos,limpieza,1.0,6.54,2.11,plin,si,1.0,6.4,Mucha cola para pagar
506.0,,Azúcar,lacteos,2.0,40.0,19.36,,si,2.0,64.51,Excelente atención y encontré todo lo que necesitaba
507.0,2024-05-12,Fideos,panaderia,7.0,22.78,14.75,efectivo,si,1.0,135.94,Excelente atención y encontré todo lo que necesitaba
508.0,,Huevos,limpieza,9.0,7.66,,plin,no,"3,00",67.03,La compra fue rápida y ordenada
509.0,2024-05-15,Huevos,panaderia,6.0,,1.99,yape,si,5.0,47.87,Los precios no coincidían con la etiqueta
510.0,2024-05-17,Huevos,bebidas,2.0,31.41,18.77,tarjeta,no,"5,00",51.03,Buenos precios y productos frescos
511.0,2024-05-19,Detergente,lacteos,3.0,3.56,7.32,,no,"2,00",9.9,Ofertas interesantes y personal amable
512.0,2024-05-21,Pan,lacteos,12.0,13.97,22.23,tarjeta,si,"3,00",-130.37,Muy buena variedad de productos
513.0,2024-05-22,,bebidas,14.0,7.58,19.05,tarjeta,no,3.0,85.9,Excelente atención y encontré todo lo que necesitaba
514.0,2024-05-24,Gaseosa,lacteos,11.0,20.69,17.45,tarjeta,si,3.0,187.88,Ofertas interesantes y personal amable
515.0,2024-05-26,detergente,lacteos,2.0,19.52,6.97,tarjeta,no,4.0,36.32,buenos precios y productos frescos
516.0,2024-05-27,Leche,panaderia,12.0,24.2,17.72,tarjeta,si,5.0,238.94,Mucha cola para pagar
517.0,2024-05-29,Gaseosa,limpieza,10.0,13.66,23.7,efectivo,no,-3.0,104.23,Excelente atención y encontré todo lo que necesitaba
518.0,2024-05-31,Arroz,abarrotes,8.0,-2.89,2.29,plin,no,,22.59,Buenos precios y productos frescos
519.0,2024-06-02,Azúcar,limpieza,3.0,28.23,8.15,efectivo,no,5.0,77.79,Buenos precios y productos frescos
520.0,2024-06-03,, LIMPIEZA ,14.0,17.76,5.87,efectivo,si,5.0,234.04,La compra fue rápida y ordenada
521.0,2024-06-05,, PANADERIA ,7.0,29.83,9.83,efectivo,no,2.0,188.28,Excelente atención y encontré todo lo que necesitaba
522.0,2024-06-07,Leche,bebidas,1.0,6.23,,plin,no,3.0,5.07,Muy buena variedad de productos
523.0,,Leche,abarrotes,,,11.86,tarjeta,no,5.0,5.55,Buenos precios y productos frescos
524.0,2024-06-10,Gaseosa,abarrotes,6.0,12.3,,tarjeta,no,3.0,63.27,
525.0,2024-06-12,Aceite,bebidas,1.0,21.36,7.85,tarjeta,si,3.0,19.68,La compra fue rápida y ordenada
526.0,2024-06-13,Aceite,abarrotes,5.0,18.64,"3,53",efectivo,si,5.0,89.91,Muy buena variedad de productos
527.0,2024-06-15,Detergente,lacteos,7.0,36.75,6.67,tarjeta,no,5.0,240.09,Muy buena variedad de productos
528.0,,Leche,abarrotes,14.0,17.94,21.49,,no,3.0,-197.19,Ofertas interesantes y personal amable
529.0,2024-06-19,Detergente,abarrotes,2.0,24.57,15.06,plin,no,1.0,41.74,Muy buena variedad de productos
530.0,2024-06-20,Detergente,panaderia,9.0,27.32,9.45,efectivo,no,3.0,222.64,Ofertas interesantes y personal amable
531.0,2024-06-22,Fideos,abarrotes,13.0,2.45,19.75,tarjeta,no,4.0,25.56,
532.0,2024-06-24,Leche,,12.0,23.91,,plin,no,2.0,282.3,La compra fue rápida y ordenada
533.0,2024-06-25,Leche,panaderia,13.0,16.5,,plin,si,3.0,200.88,Excelente atención y encontré todo lo que necesitaba
534.0,,,abarrotes,3.0,19.83,5.75,yape,si,4.0,56.07,Buenos precios y productos frescos
535.0,2024-06-29,Fideos,panaderia,12.0,5.86,24.63,efectivo,si,1.0,53.0,Excelente atención y encontré todo lo que necesitaba
536.0,2024-07-01,Leche,abarrotes,14.0,35.55,17.65,tarjeta,no,3.0,409.86,La compra fue rápida y ordenada
537.0,2024-07-02,Azúcar,abarrotes,5.0,42.49,15.44,efectivo,no,4.0,179.65,Mucha cola para pagar
538.0,2024-07-04,Leche,abarrotes,7.0,"2,47",0.12,yape,no,2.0,,Los precios no coincidían con la etiqueta
539.0,2024-07-06,Fideos,bebidas,8.0,27.66,4.61,tarjeta,si,3.0,211.08,Muy buena variedad de productos
,2024-07-07,Arroz,bebidas,7.0,34.73,15.89,yape,no,4.0,204.48,
541.0,2024-07-09,Pan,limpieza,5.0,13.89,9.49,yape,no,1.0,62.86,Excelente atención y encontré todo lo que necesitaba
542.0,2024-07-11,Arroz,,14.0,35.76,,plin,no,4.0,384.94,Mala atención del personal
543.0,2024-07-12,Leche,abarrotes,14.0,29.01,19.12,tarjeta,si,2.0,328.49,La compra fue rápida y ordenada
544.0,2024-07-14,Leche,limpieza,6.0,41.92,11.18,plin,si,2.0,223.4,Excelente atención y encontré todo lo que necesitaba
545.0,2024-07-16,Gaseosa,lacteos,12.0,44.17,18.74,tarjeta,si,4.0,430.71,Ofertas interesantes y personal amable
546.0,2024-07-18,Arroz,limpieza,6.0,3.34,24.39,yape,no,1.0,15.15,Excelente atención y encontré todo lo que necesitaba
547.0,,Azúcar,bebidas,12.0,20.85,11.52,yape,no,1.0,221.38,Excelente atención y encontré todo lo que necesitaba
548.0,2024-07-21,,panaderia,9.0,25.29,16.06,plin,no,,191.06,La compra fue rápida y ordenada
549.0,2024-07-23,Fideos,limpieza,7.0,7.88,22.97,tarjeta,si,5.0,42.49,Buenos precios y productos frescos
550.0,2024-07-24,,abarrotes,2.0,16.13,6.22,plin,si,,30.25,
551.0,2024-07-26,Gaseosa,lacteos,10.0,44.46,22.16,tarjeta,no,4.0,346.08,Faltaban varios productos básicos
552.0,2024-07-28,Aceite,panaderia,5.0,2.21,2.44,tarjeta,si,,"10,78",Había productos vencidos en el estante
553.0,2024-07-29,Gaseosa,limpieza,4.0,21.18,16.21,tarjeta,no,3.0,70.99,Muy buena variedad de productos
554.0,2024-07-31,Aceite,bebidas,3.0,,19.57,yape,si,3.0,92.08,Ofertas interesantes y personal amable
555.0,2024-08-02,Detergente,limpieza,14.0,15.59,15.37,yape,no,3.0,184.71,Buenos precios y productos frescos
556.0,2024-08-04,Fideos,abarrotes,,22.37,12.39,efectivo,no,1.0,39.2,
557.0,2024-08-05,Pan,panaderia,12.0,44.04,15.43,plin,no,,446.94,La compra fue rápida y ordenada
558.0,2024-08-07,Gaseosa,bebidas,13.0,22.16,3.79,plin,si,2.0,277.16,Faltaban varios productos básicos
559.0,2024-08-09,Pan,panaderia,1.0,-7.2,5.39,efectivo,no,4.0,,Ofertas interesantes y personal amable
560.0,2024-08-10,gaseosa,panaderia,-9.0,3.75,6.75,plin,no,4.0,31.47,Mala atención del personal
561.0,2024-08-12,Fideos,lacteos,9.0,42.63,14.94,yape,,3.0,"326,35",Mala atención del personal
562.0,2024-08-14,Arroz,lacteos,6.0,13.06,11.05,efectivo,si,2.0,69.7,Muy buena variedad de productos
563.0,2024-08-16,Azúcar,lacteos,,23.43,6.11,tarjeta,no,-4.0,219.98,Muy buena variedad de productos
564.0,2024-08-17,Leche,panaderia,6.0,5.45,"-22,07",plin,si,5.0,25.48,Buenos precios y productos frescos
565.0,2024-08-19,Gaseosa,limpieza,7.0,19.93,9.35,tarjeta,si,5.0,126.47, LOS PRECIOS NO COINCIDÍAN CON LA ETIQUETA 
566.0,2024-08-21, HUEVOS ,limpieza,7.0,41.96,11.15,plin,no,5.0,260.97,Buenos precios y productos frescos
567.0,2024-08-22,,panaderia,12.0,23.35,10.24,tarjeta,no,2.0,251.51,Muy buena variedad de productos
568.0,2024-08-24,Huevos,bebidas,9.0,43.74,4.55,efectivo,si,3.0,375.75,Excelente atención y encontré todo lo que necesitaba
569.0,2024-08-26,Atún,panaderia,6.0,12.76,18.29,tarjeta,si,2.0,62.56,Mala atención del personal
570.0,2024-08-27,Fideos,panaderia,13.0,23.45,11.21,yape,no,5.0,,Muy buena variedad de productos
571.0,2024-08-29,Detergente,abarrotes,12.0,38.89,0.41,yape,no,5.0,464.77,Muy buena variedad de productos
,2024-08-31,Azúcar,lacteos,14.0,21.0,24.1,plin,si,5.0,223.15,La compra fue rápida y ordenada
573.0,2024-09-02,Huevos,bebidas,11.0,13.66,20.39,efectivo,no,1.0,119.62,Buenos precios y productos frescos
574.0,2024-09-03,Arroz,panaderia,6.0,38.71,18.09,plin,no,2.0,190.24,Los precios no coincidían con la etiqueta
575.0,2024-09-05,,abarrotes,,18.46,21.73,yape,no,4.0,158.94,Los precios no coincidían con la etiqueta
576.0,2024-09-07,Aceite,lacteos,5.0,"24,59",22.67,efectivo,si,4.0,95.08,Los precios no coincidían con la etiqueta
577.0,2024-09-08,Detergente,,4.0,43.98,8.44,plin,no,2.0,"161,07", EXCELENTE ATENCIÓN Y ENCONTRÉ TODO LO QUE NECESITABA 
578.0,2024-09-10,,bebidas,7.0,-9.61,15.27,tarjeta,no,1.0,,Excelente atención y encontré todo lo que necesitaba
579.0,2024-09-12,,abarrotes,14.0,14.61,"15,22",yape,no,1.0,173.41,Excelente atención y encontré todo lo que necesitaba
580.0,2024-09-14,Leche,bebidas,8.0,"2,85",6.68,yape,no,4.0,21.28,Excelente atención y encontré todo lo que necesitaba
581.0,2024-09-15,Arroz,lacteos,6.0,18.54,5.55,efectivo,si,3.0,105.07,Excelente atención y encontré todo lo que necesitaba
582.0,2024-09-17,Gaseosa,lacteos,7.0,10.21,2.85,efectivo,si,3.0,69.43,Había productos vencidos en el estante
583.0,2024-09-19,Leche,limpieza,-5.0,31.08,16.48,yape,si,5.0,129.79,Había productos vencidos en el estante
584.0,2024-09-20,Arroz,,10.0,9.39,19.52,tarjeta,si,1.0,75.57,
585.0,2024-09-22,Azúcar,bebidas,5.0,30.85,19.02,efectivo,si,4.0,124.91,Ofertas interesantes y personal amable
586.0,2024-09-24,Detergente,lacteos,8.0,12.96,7.91,efectivo,si,2.0,95.48,Muy buena variedad de productos
587.0,,Atún,panaderia,6.0,"16,95",5.13,,no,5.0,96.48,Muy buena variedad de productos
588.0,2024-09-27,Arroz,abarrotes,5.0,16.68,11.34,efectivo,no,5.0,73.94,Muy buena variedad de productos
589.0,2024-09-29,Gaseosa,panaderia,14.0,32.68,13.67,efectivo,no,3.0,394.98,Ofertas interesantes y personal amable
590.0,2024-10-01,Gaseosa,abarrotes,5.0,21.79,-22.98,yape,no,2.0,83.91,Ofertas interesantes y personal amable
591.0,2024-10-02,Gaseosa,bebidas,1.0,17.22,21.87,efectivo,,2.0,"13,45",
592.0,2024-10-04,Detergente,,6.0,38.59,22.9,yape,si,1.0,,La compra fue rápida y ordenada
593.0,2024-10-06,Huevos,lacteos,8.0,26.38,21.26,yape,si,5.0,166.17,Excelente atención y encontré todo lo que necesitaba
,2024-10-07,Detergente,abarrotes,2.0,10.8,24.11,yape,si,1.0,16.39,Faltaban varios productos básicos
595.0,2024-10-09,Aceite,bebidas,"5,00",40.65,11.64,tarjeta,si,3.0,179.59,Muy buena variedad de productos
596.0,2024-10-11,Gaseosa,abarrotes,3.0,16.41,1.19,plin,no,3.0,,Muy buena variedad de productos
597.0,2024-10-13,Fideos,bebidas,8.0,3.2,2.09,yape,no,"4,00",,La compra fue rápida y ordenada
598.0,2024-10-14,Pan, BEBIDAS ,11.0,23.02,9.76,tarjeta,no,5.0,228.51,Excelente atención y encontré todo lo que necesitaba
599.0,2024-10-16,Atún,panaderia,"14,00",6.89,6.44,efectivo,si,3.0,90.25,Mala atención del personal
600.0,2024-10-18,atún,bebidas,6.0,11.87,4.25,tarjeta,no,4.0,68.19,Excelente atención y encontré todo lo que necesitaba
601.0,,Atún,lacteos,13.0,34.0,23.83,efectivo,no,3.0,336.67,Muy buena variedad de productos
602.0,2024-10-21,Pan,,4.0,7.19,4.89,efectivo,,3.0,27.35,Muy buena variedad de productos
603.0,2024-10-23,pan,panaderia,11.0,36.6,23.98,tarjeta,si,1.0,-306.06,
604.0,2024-10-24,Leche,lacteos,8.0,42.26,19.02,efectivo,no,2.0,,Mala atención del personal
605.0,2024-10-26, GASEOSA , ABARROTES ,11.0,27.88,16.02,efectivo,si,3.0,257.55,Los precios no coincidían con la etiqueta
606.0,2024-10-28,Fideos,panaderia,11.0,32.4,16.9,tarjeta,no,1.0,296.17,La compra fue rápida y ordenada
,2024-10-30, ACEITE ,abarrotes,8.0,32.54,8.29,yape,,2.0,238.74,
608.0,2024-10-31,Fideos,limpieza,4.0,44.69,16.16,efectivo,si,3.0,149.87,La compra fue rápida y ordenada
609.0,2024-11-02,Detergente,lacteos,8.0,16.36,4.67,tarjeta,no,3.0,124.77,Faltaban varios productos básicos
610.0,,Gaseosa,abarrotes,12.0,8.58,,efectivo,si,5.0,78.83,La compra fue rápida y ordenada
,2024-11-05,Gaseosa,bebidas,14.0,24.08,7.54,efectivo,si,,311.7,Excelente atención y encontré todo lo que necesitaba
612.0,2024-11-07,Azúcar,abarrotes,13.0,24.7,6.38,efectivo,si,4.0,300.61,Muy buena variedad de productos
613.0,2024-11-09,Pan,bebidas,3.0,9.24,17.78,tarjeta,si,1.0,22.79,Excelente atención y encontré todo lo que necesitaba
614.0,2024-11-10,Aceite,bebidas,9.0,28.17,16.41,yape,no,3.0,,La compra fue rápida y ordenada
615.0,2024-11-12,Atún,abarrotes,,2.11,11.28,plin,si,4.0,3.74,
616.0,2024-11-14,Atún,abarrotes,10.0,41.85,"15,81",yape,si,,352.34,Ofertas interesantes y personal amable
617.0, 2024-11-16 ,Huevos,bebidas,,13.01,-3.99,yape,no,3.0,174.87, HABÍA PRODUCTOS VENCIDOS EN EL ESTANTE 
618.0,2024-11-17,Huevos,limpieza,1.0,3.22,16.83,plin,no,3.0,2.68,
619.0,2024-11-19,Arroz,abarrotes,10.0,6.21,6.77,tarjeta,,3.0,57.9,Excelente atención y encontré todo lo que necesitaba
620.0,2024-11-21,Leche,panaderia,"14,00",11.95,6.82,plin,no,3.0,155.89,Mala atención del personal
621.0,2024-11-22,Azúcar,lacteos,12.0,13.41,4.05,plin,si,1.0,154.4,0
622.0,2024-11-24,Azúcar,abarrotes,6.0,2.93,8.31,yape,no,3.0,16.12,Buenos precios y productos frescos
623.0,,Leche,panaderia,2.0,13.65,-8.28,plin,no,2.0,25.04,Muy buena variedad de productos
624.0,2024-11-28,Azúcar,abarrotes,13.0,9.89,11.35,efectivo,no,4.0,113.98,Muy buena variedad de productos
,,Atún,limpieza,-13.0,17.97,4.76,plin,,-5.0,,Faltaban varios productos básicos
626.0,2024-12-01,,,9.0,18.25,4.83,yape,si,3.0,"156,32",ofertas interesantes y personal amable
627.0,2024-12-03,Aceite,limpieza,14.0,16.25,13.54,efectivo,no,2.0,196.7,Muy buena variedad de productos
628.0,2024-12-04,Aceite,limpieza,1.0,15.76,3.22,efectivo,no,5.0,15.25,Buenos precios y productos frescos
,2024-12-06,,lacteos,9.0,"5,40",17.22,yape,si,4.0,40.23,Excelente atención y encontré todo lo que necesitaba
630.0,2024-12-08,Aceite,abarrotes,-1.0,2.6,23.6,tarjeta,si,3.0,1.99,Mala atención del personal
631.0,2024-12-09,Pan,limpieza,-14.0,10.29,10.67,tarjeta,si,1.0,128.69,buenos precios y productos frescos
632.0,2024-12-11,Aceite,panaderia,10.0,34.41,22.53,tarjeta,no,,266.57,Faltaban varios productos básicos
633.0,2024-12-13,Azúcar,,-13.0,44.6,2.46,plin,si,2.0,565.54,Muy buena variedad de productos
634.0,2024-12-15,Aceite,panaderia,8.0,41.89,1.07,tarjeta,no,2.0,331.53,Faltaban varios productos básicos
635.0,2024-12-16,Leche,limpieza,2.0,23.43,18.03,efectivo,no,4.0,38.41,Mala atención del personal
636.0,2024-12-18,,limpieza,,24.63,19.03,tarjeta,no,3.0,19.94,Buenos precios y productos frescos
637.0,2024-12-20,Huevos,abarrotes,5.0,15.18,21.08,,,5.0,59.9,Buenos precios y productos frescos
638.0,2024-12-21,Huevos,bebidas,11.0,35.17,1.42,yape,no,3.0,381.38,Buenos precios y productos frescos
,2024-12-23,Pan,abarrotes,3.0,34.77,19.42,plin, NO ,5.0,"84,05",Buenos precios y productos frescos
640.0,2024-12-25,Detergente,,12.0,38.23,9.41,plin,si,3.0,415.59,Ofertas interesantes y personal amable
641.0,,,bebidas,4.0,40.45,7.58,yape,no,2.0,, OFERTAS INTERESANTES Y PERSONAL AMABLE 
642.0,2024-12-28,Detergente,abarrotes,7.0,20.39,"4,33",plin,no,4.0,136.55,Mala atención del personal
643.0,2024-12-30,Gaseosa,,3.0,34.86,24.9,tarjeta,no,"3,00",78.54,Muy buena variedad de productos
644.0,2025-01-01,Azúcar,limpieza,7.0,36.58,1.59,yape,no,2.0,,Buenos precios y productos frescos
645.0,2025-01-02,Pan,abarrotes,7.0,14.92,20.68,efectivo,si,3.0,82.84,todo bien
646.0,2025-01-04,Aceite,lacteos,1.0,41.92,15.99,yape,no,4.0,35.22,Muy buena variedad de productos
647.0,2025-01-06,Azúcar,lacteos,8.0,5.6,18.38,yape,no,2.0,36.57,Los precios no coincidían con la etiqueta
648.0,,Fideos,bebidas,12.0,44.75,17.79,efectivo,si,4.0,441.47,Mala atención del personal
649.0,2025-01-09,Detergente,panaderia,14.0,35.0,21.46,yape,no,5.0,384.85,La compra fue rápida y ordenada
650.0,2025-01-11,Gaseosa,panaderia,5.0,5.56,4.59,yape,si,-3.0,-26.52,mucha cola para pagar
651.0,2025-01-13,Azúcar,abarrotes,13.0,30.05,0.02,tarjeta,no,2.0,390.57,Mala atención del personal
652.0,2025-01-14,Atún,abarrotes,13.0,2.99,14.96,yape,no,3.0,33.06,Muy buena variedad de productos
653.0,2025-01-16,Huevos,abarrotes,14.0,35.0,8.85,tarjeta,si,5.0,446.64,La compra fue rápida y ordenada
654.0,2025-01-18,,limpieza,6.0,36.27,3.09,tarjeta,si,1.0,210.9,Faltaban varios productos básicos
655.0,2025-01-19,Fideos,abarrotes,12.0,27.7,4.65,efectivo,si,5.0,,Muy buena variedad de productos
656.0,2025-01-21,Fideos,lacteos,8.0,38.77,8.29,tarjeta,no,3.0,284.45,Muy buena variedad de productos
657.0,2025-01-23,Pan,panaderia,1.0,5.76,1.76,plin,si,5.0,5.66,Buenos precios y productos frescos
658.0,2025-01-24,Atún,panaderia,,13.5,1.42,plin,no,4.0,"53,23",Buenos precios y productos frescos
659.0,2025-01-26,Arroz,panaderia,10.0,19.52,22.9, YAPE ,si,4.0,150.5,Ofertas interesantes y personal amable
660.0,2025-01-28,Huevos,lacteos,3.0,3.35,7.8,yape,no,5.0,9.27,Mucha cola para pagar
661.0,2025-01-30,Leche,bebidas,7.0,21.0,24.56,yape,no,1.0,110.9,La compra fue rápida y ordenada
,2025-01-31,Pan,bebidas,11.0,13.04,24.11,tarjeta,si,3.0,108.86,Buenos precios y productos frescos
663.0,2025-02-02,Arroz,abarrotes,3.0,18.58,3.56,tarjeta,no,1.0,53.76,Mala atención del personal
664.0,2025-02-04,Huevos,limpieza,"7,00",19.99,17.87,yape,no,2.0,114.92,???
665.0,2025-02-05,Fideos,limpieza,4.0,39.75,15.02,plin,si,,135.12,La compra fue rápida y ordenada
666.0,2025-02-07,Atún,lacteos,8.0,13.26,17.27,tarjeta,si,"4,00",87.76,
667.0,2025-02-09,Fideos,bebidas,4.0,40.38,2.4,yape,no,,157.64,Ofertas interesantes y personal amable
668.0,2025-02-11,Gaseosa,bebidas,14.0,,4.71,tarjeta,si,4.0,267.21, LA COMPRA FUE RÁPIDA Y ORDENADA 
669.0,2025-02-12,Detergente,limpieza,2.0,15.76,1.92,tarjeta,si,1.0,30.91,Buenos precios y productos frescos
670.0,2025-02-14,Leche,bebidas,14.0,23.36,15.1,tarjeta,no,2.0,277.66,Los precios no coincidían con la etiqueta
671.0,2025-02-16,Detergente,bebidas,12.0,19.67,24.66,efectivo,no,4.0,177.83,
672.0,2025-02-17,Atún,limpieza,12.0,12.7,16.8,tarjeta,si,5.0,-126.8,Ofertas interesantes y personal amable
673.0,2025-02-19,Atún,lacteos,12.0,23.37,17.77,yape,si,5.0,230.61,Buenos precios y productos frescos
674.0,2025-02-21,Arroz,bebidas,3.0,8.1,24.61,yape,si,1.0,-18.32,
675.0,2025-02-22,atún,bebidas,14.0,"16,81",,plin,no,3.0,195.45,Excelente atención y encontré todo lo que necesitaba
676.0,2025-02-24,Pan,panaderia,9.0,26.11,-1.0,efectivo,si,1.0,232.64,Ofertas interesantes y personal amable
677.0,2025-02-26,Fideos,abarrotes,14.0,19.48,21.68,plin,no,5.0,213.59, FALTABAN VARIOS PRODUCTOS BÁSICOS 
678.0,2025-02-28,Arroz,limpieza,13.0,37.34,9.12,plin,no,"1,00",,Buenos precios y productos frescos
679.0,,Fideos,panaderia,9.0,12.67,0.11,tarjeta,no,5.0,113.9,
680.0,2025-03-03,Detergente,limpieza,"6,00",43.69,12.68,tarjeta,no,1.0,228.9,Ofertas interesantes y personal amable
681.0,2025-03-05,Pan,panaderia,2.0,35.64,23.43,tarjeta, NO ,1.0,54.58,La compra fue rápida y ordenada
682.0,2025-03-06,Leche,abarrotes,,43.59,6.43,yape,si,5.0,81.57,La compra fue rápida y ordenada
683.0,2025-03-08,Detergente,abarrotes,"6,00",37.96,-12.29,,,3.0,,Ofertas interesantes y personal amable
684.0,2025-03-10,Detergente,bebidas,12.0,7.68,4.34, YAPE ,si,3.0,88.16,Los precios no coincidían con la etiqueta
685.0,2025-03-12,,lacteos,8.0,24.4,1.44,yape,no,4.0,"192,39",Muy buena variedad de productos
,2025-03-13,Gaseosa,limpieza,,8.89,2.01,yape,no,2.0,60.98,Mucha cola para pagar
687.0,2025-03-15,Azúcar,limpieza,4.0,37.09,18.18,efectivo,si,4.0,121.39,
688.0,2025-03-17,Fideos,limpieza,8.0,26.91,"21,60",yape,si,3.0,168.78,Faltaban varios productos básicos
689.0,2025-03-18,Azúcar,,9.0,12.96,3.58,efectivo,no,2.0,112.46,La compra fue rápida y ordenada
690.0,2025-03-20,Pan,abarrotes,"14,00",41.94,"7,21",plin,no,2.0,544.83,Muy buena variedad de productos
691.0,2025-03-22,,bebidas,"11,00",-6.51,4.88,plin,,1.0,"68,12",faltaban varios productos básicos
692.0,,Pan,panaderia,9.0,-26.03,0.67,yape,no,2.0,232.7,Excelente atención y encontré todo lo que necesitaba
693.0,2025-03-25,Detergente,,13.0,32.87,13.84,tarjeta,no,3.0,368.17,Mala atención del personal
694.0,2025-03-27,Detergente,,,4.06,17.5,yape,no,1.0,20.1,Ofertas interesantes y personal amable
695.0,2025-03-29,Arroz,abarrotes,14.0,27.51,16.2,yape,si,1.0,322.75,Ofertas interesantes y personal amable
696.0,2025-03-30,Huevos,bebidas,6.0,36.99,9.7,yape,no,4.0,200.41,Los precios no coincidían con la etiqueta
697.0,2025-04-01,Pan,limpieza,2.0,4.44,13.88,yape,no,3.0,7.65,La compra fue rápida y ordenada
698.0,2025-04-03,Fideos,abarrotes,6.0,23.78,2.35,efectivo,no,-1.0,,Buenos precios y productos frescos
699.0,2025-04-04,Arroz,lacteos,2.0,12.75,3.86,efectivo,si,"4,00",24.52,muy buena variedad de productos
,2025-04-06,Arroz,panaderia,2.0,30.34,23.29,tarjeta,no,4.0,46.55,Muy buena variedad de productos
